Query,Target,Threads,Solutions,FirstTime_s,TotalTime_s,Status
bvg1,1,8,2.32834e-05,5.16369e-05,OK
bvg1_2,1,0,-1.76334e+09,1.93774e-08,OK
bvg1_3,1,0,-1.76334e+09,1.7527e-08,OK
bvg1_4,1,0,-1.76334e+09,1.90346e-08,OK
bvg2,1,1,5.84085e-05,6.06766e-05,OK
bvg3,1,25,4.39042e-05,0.000283417,OK
m2d1,1,5,3.48132e-05,0.000108292,OK
m2d2,1,1,1.62094e-05,1.86001e-05,OK
rand1,1,3,4.13307e-05,4.87468e-05,OK
rand2,1,5,1.48897e-05,2.13557e-05,OK
rand3,1,36,6.2269e-05,0.000158099,OK
rand4,1,1,1.07281,1.68718,OK
rnd_ldg1,1,0,0,28.8293,OK
si2_b03_m400_37,1,1,0.000256333,0.000385077,OK
si2_b03m_m800_22,1,23218408,0,29.9879,OK
si2_b06m_m400_96,1,10080,0.000112043,0.0142908,OK
si2_b09m_m400_01,1,0,-1.76334e+09,1.97902e-08,OK
si2_rnd_eta04_m1000_00,1,0,0,29.837,OK
si2_rnd_eta04_m750_20,1,0,0,29.8805,OK
bvg1,8,8,7.94468e-05,0.000186891,OK
bvg1_2,8,0,-1.76334e+09,1.91942e-08,OK
bvg1_3,8,0,-1.76334e+09,1.99828e-08,OK
bvg1_4,8,0,-1.76334e+09,1.62222e-08,OK
bvg2,8,1,7.1387e-05,0.000266747,OK
bvg3,8,25,9.44831e-05,0.000689335,OK
m2d1,8,5,0.000135138,0.000366928,OK
m2d2,8,1,7.73419e-05,0.000112307,OK
rand1,8,3,9.09372e-05,0.000232512,OK
rand2,8,5,7.05122e-05,0.000122149,OK
rand3,8,36,7.89632e-05,0.000408648,OK
rand4,8,1,0.295554,0.458971,OK
rnd_ldg1,8,1,14.3829,16.7929,OK
si2_b03_m400_37,8,1,0.000672868,0.00137944,OK
si2_b03m_m800_22,8,5480738,0,29.9924,OK
si2_b06m_m400_96,8,10080,0.000200647,0.0306068,OK
si2_b09m_m400_01,8,0,-1.76334e+09,1.96093e-08,OK
si2_rnd_eta04_m1000_00,8,TIMEOUT,,,OK
si2_rnd_eta04_m750_20,8,29.8849,TIMEOUT,,OK
